,id,ct_median_income
16218,21026522,37744
16219,16737108,53462
16220,14991454,57412
16221,3218306,75287
16222,16230057,123649
16223,280046,90625
16224,18221524,16727
16225,13354278,104818
16226,10941385,80750
16227,18340289,131012
16228,9578848,80826
16229,18652181,92500
16230,20286716,45842
16231,1046443,125139
16232,5041360,81307
16233,14339810,86000
16234,7397226,27101
16235,16677170,68936
16236,533152,33650
16237,7637088,60833
16238,9847560,84367
16239,17684031,41276
16240,3836199,61419
16241,14075528,93349
16242,14148710,61983
16243,14165919,57188
16244,860242,47255
16245,9632336,75300
16246,11844082,112784
16247,321987,44493
16248,7987618,92132
16249,7575081,59091
16250,8753649,56830
16251,14860876,32347
16252,6941379,107143
16253,16172035,41276
16254,5797401,54458
16255,11850477,48615
16256,5970123,47019
16257,16711461,80496
16258,9460525,34304
16259,3144135,79750
16260,9815372,22133
16261,19404818,110592
16262,2274334,92841
16263,14245157,50223
16264,14473750,105361
16265,1871311,49559
16266,17546482,30000
16267,8209117,39760
16268,14222142,114340
16269,3930665,72911
16270,15678924,87276
16271,13603972,121375
16272,14577111,136761
16273,2243984,45000
16274,71502,35732
16275,10232344,112784
16276,6447815,51463
16277,11399637,130234
16278,8995610,150703
16279,14015025,104545
16280,19507888,131806
16281,7516992,47703
16282,1156733,28846
16283,13697966,43011
16284,943814,43088
16285,20532190,132205
16286,14490086,93063
16287,16872847,84018
16288,14301315,106872
16289,14757255,72601
16290,13236840,48615
16291,18568031,41536
16292,8458724,118286
16293,16444225,49866
16294,9180821,66217
16295,11739985,98608
16296,11677489,70375
16297,13625482,47273
16298,13363080,165551
16299,18340679,84817
16300,11529467,69737
16301,16899058,47477
16302,13064360,60227
16303,14089727,102152
16304,15393421,75962
16305,10812807,68092
16306,21122202,28630
16307,19287758,66531
16308,5627530,42018
16309,9202118,105000
16310,16741278,45131
16311,16241503,150670
16312,16807128,60955
16313,3019237,39552
16314,1618751,127409
16315,12994980,36977
16316,8897822,150938
16317,4135674,50428
16318,8869857,64303
16319,4321766,16324
16320,16964141,66835
16321,20770270,154402
16322,8480507,40139
16323,12457319,126036
16324,10888166,82500
16325,5805561,50441
16326,16227620,98947
16327,1012052,53289
16328,4325560,40453
16329,2593088,61696
16330,3939230,62672
16331,20394608,42105
16332,818189,127184
16333,385651,30213
16334,13979401,95425
16335,16945834,25000
16336,19672857,-666666666
16337,8861340,64632
16338,1102858,81464
16339,11626751,59670
16340,7645359,147237
16341,149287,91316
16342,5410899,125139
16343,669808,21480
16344,11442567,81607
16345,13488534,53203
16346,16601969,55408
16347,8342694,71534
16348,17271171,132205
16349,9906855,186422
16350,9737390,72019
16351,5015281,47378
16352,19056212,97125
16353,17339881,123649
16354,3705206,97375
16355,6014946,60477
16356,12370570,137469
16357,5051020,59118
16358,6197119,62577
16359,12424526,122264
16360,2842766,42599
16361,1019360,117188
16362,4208641,117181
16363,6390061,25191
16364,8498918,43155
16365,10267242,76522
16366,16593929,80826
16367,1354973,53750
16368,17480526,56620
16369,7482762,53842
16370,13331062,55408
16371,17555600,69363
16372,3939634,92500
16373,15036809,36190
16374,15648607,21549
16375,13283316,32647
16376,18361070,47935
16377,765563,80417
16378,17878341,133984
16379,3100156,38968
16380,12124688,158646
16381,9332396,24219
16382,9218142,91667
16383,13947092,71772
16384,14590533,42776
16385,18713841,82026
16386,11380089,53750
16387,1549929,142417
16388,6724355,31042
16389,1885386,67438
16390,9725728,86773
16391,16032177,80840
16392,6091186,64138
16393,16396314,69363
16394,16861339,45469
16395,16019116,43333
16396,20817835,66531
16397,19123146,71801
16398,14805972,69363
16399,416108,73056
16400,6654202,193877
16401,14935001,42018
16402,6234417,121217
16403,11926732,104818
16404,19135024,42105
16405,5969920,80958
16406,1535628,30811
16407,846275,104097
16408,17719704,110592
16409,9562872,186422
16410,18088634,65298
16411,6363321,73375
16412,16214854,51275
16413,144978,73973
16414,18954540,30563
16415,16039662,58289
16416,16504000,84367
16417,19720871,75250
16418,17591012,113750
16419,7246982,59896
16420,657727,87292
16421,18683699,40469
16422,11791673,109243
16423,13218392,86735
16424,2506089,38968
16425,9479244,70826
16426,7280999,77808
16427,21127789,110592
16428,15885064,96806
16429,12091343,31129
16430,1090297,25530
16431,9514772,150670
16432,6338345,102281
16433,16903645,88266
16434,9559335,50441
16435,4565470,21154
16436,14595903,48571
16437,19451117,19333
16438,8953744,77808
16439,17909014,59970
16440,4880695,60833
16441,16242292,52679
16442,13914961,130288
16443,20624372,36272
16444,14732787,147237
16445,2400432,56618
16446,4890335,20288
16447,7262337,98608
16448,4848364,27260
16449,1860120,54719
16450,14485693,29980
16451,12826361,78071
16452,17520324,127573
16453,18669935,67127
16454,6968141,110417
16455,18358465,48902
16456,11759332,150057
16457,8939341,130232
16458,15036552,122212
16459,17529751,75287
16460,9615485,30528
16461,5218252,58404
16462,13044229,131127
16463,21113628,38321
16464,8284942,69818
16465,2807939,56620
16466,16422897,118167
16467,17780572,65670
16468,12558307,65222
16469,20495252,99231
16470,11873789,57454
16471,14122307,27063
16472,13509694,102398
16473,18194161,108472
16474,12708213,69063
16475,16296814,96641
16476,12127932,131750
16477,7733484,112488
16478,3712308,116250
16479,7776880,60203
16480,252607,60991
16481,18388706,106583
16482,16406714,101477
16483,3301321,107043
16484,20022710,32136
16485,18358115,38176
16486,14217843,39595
16487,11640318,43155
16488,12082737,69623
16489,9500180,45086
16490,13396450,108750
16491,11374189,37234
16492,7561641,48615
16493,11739580,39552
16494,5561683,35270
16495,6088192,79010
16496,1396458,76538
16497,16847403,54595
16498,16847188,82266
16499,11041869,67027
16500,19274661,142417
16501,20904517,87037
16502,13535020,135270
16503,8201902,72786
16504,12019843,31202
16505,5885396,86900
16506,16333776,106944
16507,13895892,68958
16508,21161871,31270
16509,2507300,29564
16510,9317779,71772
16511,20483551,75632
16512,17856733,26690
16513,17804485,33536
16514,4069297,64728
16515,16310924,62717
16516,234814,59670
16517,4567433,84652
16518,14056095,100357
16519,21227196,98657
16520,7086539,38176
16521,7036290,96806
16522,13994649,117188
16523,7911161,66835
16524,2248580,102045
16525,20879290,35440
16526,8654312,47629
16527,13449190,80906
16528,17074660,130109
16529,5236904,74828
16530,8033454,59704
16531,20400464,32359
16532,3816424,165987
16533,3192470,93092
16534,7367648,48429
16535,5106756,33536
16536,19113883,71042
16537,16977098,152320
16538,21165312,76522
16539,12067008,65222
16540,4143561,21653
16541,17432321,36056
16542,19785015,93750
16543,14222870,101772
16544,2842356,70718
16545,19661538,92500
16546,15966295,81844
16547,10034903,92174
16548,11893938,122264
16549,16804127,59670
16550,16426176,51699
16551,3028924,116542
16552,19505865,41118
16553,16111416,31318
16554,14845750,110536
16555,16416006,60333
16556,9811296,42786
16557,7150986,37500
16558,9329140,90625
16559,6304948,109243
16560,5061575,211071
16561,13236803,110417
16562,1687895,24834
16563,14716013,52479
16564,3334906,82410
16565,17437365,22334
16566,11905505,69363
16567,12052499,39760
16568,17842111,97794
16569,18041574,112500
16570,802559,85426
16571,7757549,161378
16572,3504635,156071
16573,16071145,79097
16574,17269814,39295
16575,301073,72601
16576,13220428,48990
16577,8424836,110592
16578,17266573,108306
16579,1819994,70571
16580,1948591,87276
16581,19161692,124330
16582,3264261,95441
16583,20747756,100357
16584,2010787,102030
16585,10676501,107625
16586,10537150,76522
16587,1630098,92881
16588,4047091,41748
16589,20819304,104097
16590,18258645,48990
16591,20284283,77254
16592,9690939,93063
16593,16742323,64303
16594,4375603,92300
16595,19500430,47477
16596,20919218,93603
16597,11474808,66835
16598,12842399,86674
16599,15223117,107254
16600,3454343,122090
16601,6640341,142478
16602,12845588,31311
16603,2097617,104651
16604,17250557,69833
16605,16309856,131012
16606,18716439,131354
16607,20650288,131162
16608,7900936,77778
16609,161366,82171
16610,9260415,73056
16611,8444229,98264
16612,12493396,105538
16613,1896135,37181
16614,9712126,34688
16615,4452641,29038
16616,19009490,58125
16617,14610718,123388
16618,1596696,48000
16619,15302392,67857
16620,14709949,95476
16621,15968686,72526
16622,7610785,106587
16623,18076581,81975
16624,17832598,146198
16625,16042687,70848
16626,16808044,31061
16627,15929667,87000
16628,20744968,42500
16629,7556003,23485
16630,12845943,120291
16631,17366640,108304
16632,13604416,29648
16633,6685682,63674
16634,4751010,31336
16635,12623839,118674
16636,15974707,31265
16637,13333424,69363
16638,7861331,61357
16639,2770914,130266
16640,13451811,47310
16641,8373335,67981
16642,9040796,20288
16643,13246052,78112
16644,9409422,123649
16645,20302206,69818
16646,13185882,36759
16647,6053942,92500
16648,7054585,81667
16649,13239143,47255
16650,17627690,79388
16651,9343634,66835
16652,11756364,121395
16653,14541986,30893
16654,11261700,125139
16655,16297494,71772
16656,4520113,114597
16657,1300454,127904
16658,3757993,79904
16659,5486834,135011
16660,21012590,43030
16661,15126610,67127
16662,17909730,37020
16663,3372642,35736
16664,17457735,31270
16665,16830386,58947
16666,46858,110592
16667,799467,39552
16668,923042,100442
16669,12627769,102045
16670,10273570,59970
16671,13884363,88929
16672,11782585,73799
16673,6128347,122212
16674,20928429,73750
16675,4531990,26971
16676,20210030,60450
16677,9384919,52479
16678,17633348,65670
16679,9976194,72520
16680,19529637,82589
16681,13117571,86953
16682,13714949,133079
16683,15954498,80718
16684,4217936,91387
16685,7221712,72911
16686,10020418,109243
16687,17790418,72632
16688,15738299,53571
16689,19861683,-666666666
16690,3572321,91327
16691,14215542,21937
16692,13768479,50946
16693,15323538,101884
16694,4069917,84531
16695,14073773,100000
16696,887516,29476
16697,4995176,55179
16698,9560057,84063
16699,18412293,31250
16700,2707819,85426
16701,16925222,82026
16702,562083,205865
16703,11567179,92174
16704,6930501,94946
16705,15115590,33536
16706,6560394,48375
16707,14015279,48615
16708,13912785,59670
16709,9480551,84625
16710,20306472,62632
16711,14169650,84375
16712,10803781,77609
16713,10069720,45228
16714,4727863,50428
16715,8831392,52426
16716,17989511,33953
16717,7501292,31707
16718,12916189,154005
16719,15585231,42325
16720,4921548,42018
16721,1764111,87135
16722,2413370,39760
16723,9976626,52479
16724,11593592,80496
16725,7901480,36272
16726,13077562,67027
16727,215161,87292
16728,6018478,86579
16729,20663844,42431
16730,18015606,113750
16731,6783518,58403
16732,16756027,55313
16733,9487497,76420
16734,18221723,93750
16735,19789620,28327
16736,17703016,51518
16737,4059899,44618
16738,356723,109074
16739,9136094,83750
16740,4623622,37548
16741,9282032,41527
16742,14285789,40967
16743,18868139,109074
16744,18181381,159583
16745,16702101,57230
16746,11775838,30893
16747,20491529,93875
16748,11087176,39663
16749,14920989,71591
16750,8126890,32525
16751,4604408,88929
16752,4103323,88222
16753,8972035,59118
16754,13548357,154402
16755,16204569,30982
16756,20636966,46859
16757,15083823,80806
16758,12851433,92179
16759,921695,42325
16760,6846209,123649
16761,17382859,129279
16762,12962798,62442
16763,14009196,160412
16764,4557370,120933
16765,7116786,125714
16766,9193390,51652
16767,5070077,21426
16768,19589824,65137
16769,6609509,33966
16770,20132821,20125
16771,16931621,29091
16772,14579510,62634
16773,15913986,68725
16774,19615595,70391
16775,17479941,32235
16776,3363423,136168
16777,3794190,50428
16778,10412885,156897
16779,443844,119464
16780,17385499,95500
16781,14258587,162690
16782,18673556,35208
16783,15797986,42018
16784,21147943,98264
16785,15969379,41146
16786,12317903,86579
16787,19369772,87135
16788,1267206,137875
16789,5838962,118889
16790,11157580,75250
16791,21077900,108750
16792,19494560,105234
16793,15707075,138798
16794,10549800,26512
16795,17857431,42500
16796,12244730,50577
16797,1944976,72344
16798,15552297,111500
16799,2278704,51007
16800,16858393,138798
16801,9164681,78750
16802,16072935,86997
16803,7039045,78750
16804,16043219,44231
16805,11530668,21286
16806,15828071,82176
16807,16810544,30878
16808,6347756,122008
16809,9531440,87598
16810,17738174,71772
16811,2401340,65746
16812,11341616,124719
16813,6142960,60496
16814,16663731,102165
16815,6627931,-666666666
16816,18393534,23911
16817,19583464,112768
16818,4056741,81168
16819,16827715,71591
16820,17940041,51031
16821,16177380,45208
16822,16810010,31156
16823,6690014,92132
16824,14396094,82755
16825,13005592,80417
16826,16190823,123649
16827,17569022,127759
16828,1045438,166010
16829,5685156,95921
16830,14119171,29656
16831,20274907,93073
16832,6012187,34327
16833,15037640,40346
16834,15602584,108571
16835,13266521,108030
16836,7367796,43068
16837,20539875,122008
16838,17668229,110592
16839,20189290,42105
16840,11068674,87276
16841,12011683,47935
16842,4629359,29980
16843,12905941,102030
16844,19170980,87037
16845,936054,96429
16846,17958995,98260
16847,12410679,85769
16848,9390173,209922
16849,13866471,74875
16850,6784345,67127
16851,15361311,91327
16852,13591023,143065
16853,11442504,137469
16854,19192689,47993
16855,7601870,136761
16856,9313238,74193
16857,17140323,-666666666
16858,15784234,108750
16859,11126402,47273
16860,9778407,61750
16861,17676895,50441
16862,9410846,72439
16863,18327630,49896
16864,17804617,120000
16865,10155159,47793
16866,13688372,102045
16867,15931204,120000
16868,16288464,102153
16869,2658325,157339
16870,762136,74615
16871,18008699,42018
16872,7053129,60972
16873,14008953,32243
16874,3377725,124330
16875,1469955,63768
16876,16579094,48676
16877,17300864,53595
16878,11865950,60227
16879,7990019,42888
16880,2262357,32490
16881,12812799,36921
16882,869615,110417
16883,6582765,103700
16884,21151260,34107
16885,3112949,32440
16886,17669033,106806
16887,3645824,40469
16888,7664809,66835
16889,2926285,104943
16890,3299332,90383
16891,8607856,42986
16892,195971,66698
16893,13362748,96429
16894,12211018,146458
16895,17435945,52479
16896,4476605,101634
16897,15484380,53523
16898,16661459,59670
16899,15287863,41875
16900,16113877,93479
16901,16797352,45372
16902,9365176,86953
16903,19194530,114340
16904,10853075,98264
16905,17670884,114340
16906,4287926,49018
16907,18415275,51094
16908,20096166,66979
16909,19638811,61346
16910,19991354,63063
16911,9524928,52188
16912,13789141,52833
16913,7952963,67981
16914,10087811,80156
16915,1724819,74276
16916,17925945,39552
16917,7911936,87292
16918,11634575,27578
16919,3850493,86674
16920,14881794,32899
16921,11210105,79357
16922,7196827,86667
16923,17224136,117378
16924,16757579,120291
16925,18007404,120291
16926,15326364,66835
16927,23630,57269
16928,12385002,18125
16929,16453472,30326
16930,20436075,47629
16931,13462577,71429
16932,7362770,39295
16933,17545550,190909
16934,12489666,-666666666
16935,15475331,121375
16936,1403949,78426
16937,4083715,40000
16938,6390185,112639
16939,16689332,42986
16940,12209039,182625
16941,773041,150670
16942,7902505,52096
16943,19238810,60833
16944,14250202,135270
16945,19012181,31270
16946,3321593,52426
16947,4592031,82755
16948,16365302,73819
16949,6955911,60991
16950,17423628,81677
16951,18734294,42986
16952,18506636,77254
16953,17869181,87037
16954,4231934,74875
16955,11413391,73802
16956,13696461,86579
16957,16337846,41276
16958,685364,75945
16959,14770496,44857
16960,2979052,102791
16961,20989354,41000
16962,17731676,28892
16963,20483728,59519
16964,16490813,67342
16965,9629923,82410
16966,5202296,64304
16967,19171670,84938
16968,12964477,84615
16969,6640642,17113
16970,6716441,30819
16971,10813277,125108
16972,18638573,75703
16973,41348,69833
16974,14474519,116193
16975,12998461,82344
16976,3152992,108184
16977,11257927,145000
16978,15249826,120208
16979,2144319,67137
16980,20616785,64303
16981,3883020,92288
16982,14667333,39760
16983,207218,55408
16984,16977074,104097
16985,20835690,41269
16986,11563219,131568
16987,8799559,86250
16988,14671675,35242
16989,3249078,122074
16990,16911596,90440
16991,9557226,42054
16992,16074023,93063
16993,20211603,149886
16994,14577870,47273
16995,7530140,74828
16996,1042244,45893
16997,7906205,51474
16998,12815199,86944
16999,13257504,67342
17000,15663761,28750
17001,18209795,65956
17002,12176874,60450
17003,11744137,50577
17004,9113729,175906
17005,5550377,123250
17006,17665781,108571
17007,10453467,37548
17008,1199115,92944
17009,9308016,42105
17010,15439921,33073
17011,19630726,88929
17012,15969162,98608
17013,4720274,122074
17014,15980784,79904
17015,1709338,162690
17016,32363,235517
17017,7181655,54131
17018,17956375,35485
17019,11843267,104545
17020,20172451,69363
17021,17574087,28327
17022,13638099,40056
17023,3379914,76786
17024,19654640,33966
17025,14055140,40368
17026,14570017,31311
17027,1391819,102986
17028,11417863,104651
17029,14240003,31982
17030,6622855,28403
17031,5801793,65222
17032,13900712,75127
17033,6492070,102165
17034,1479084,122090
17035,14890570,28351
17036,14446252,64653
17037,11642575,87028
17038,14826445,58438
17039,17315196,19926
17040,4568382,77609
17041,20860793,50236
17042,12568161,64176
17043,14313876,89340
17044,20557327,81464
17045,7386838,30878
17046,17907762,81677
17047,20889044,61750
17048,16467893,30018
17049,4699715,105721
17050,16766338,67127
17051,18506613,42054
17052,2659670,47935
17053,2331154,39552
17054,17032703,70848
17055,19389707,68792
17056,7711899,104330
17057,5801640,58772
17058,14647698,118590
17059,13471329,105361
17060,13175984,50484
17061,19642017,76290
17062,1148625,62649
17063,485195,62386
17064,10474722,78071
17065,14069103,35732
17066,15659753,74667
17067,3703128,59716
17068,10694466,86250
17069,9184490,61761
17070,7254023,42599
17071,16081492,38968
17072,4140622,29643
17073,15871718,71667
17074,13914226,37134
17075,8845349,47770
17076,13432851,102153
17077,20541892,62697
17078,19326306,130266
17079,5400418,102000
17080,10469108,40000
17081,10812543,112784
17082,4493474,113819
17083,6168629,102100
17084,17865137,88567
17085,7565120,64303
17086,12974628,102281
17087,3790798,80958
17088,16080436,39081
17089,16873922,77808
17090,14768657,112450
17091,13284485,58289
17092,1470069,130288
17093,6071651,90440
17094,17322617,63882
17095,15936959,149907
17096,4965275,140152
17097,18191695,150670
17098,11146814,124544
17099,3463914,61858
17100,11950735,29643
17101,9577006,122008
17102,17419508,40967
17103,16752659,128989
17104,9650268,47650
17105,1834738,107625
17106,10847705,56894
17107,20186359,132386
17108,5862211,121553
17109,1038326,69271
17110,15166572,71591
17111,5242156,104651
17112,16542227,44857
17113,13151270,129735
17114,20982734,118198
17115,1369384,41118
17116,9184050,84018
17117,13901031,64303
17118,12713976,102153
17119,20228284,78071
17120,11139541,101634
17121,17463419,45469
17122,5328631,44493
17123,8327231,88443
17124,16597173,69363
17125,2043364,73799
17126,15099822,140152
17127,6121583,54352
17128,16340798,93188
17129,16707718,79388
17130,10992907,112450
17131,7698407,81607
17132,6677469,43672
17133,16276294,87292
17134,4994497,71772
17135,1281132,127904
17136,13314654,118590
17137,13077628,126429
17138,7982791,108306
17139,11221821,84557
17140,19103749,129279
17141,4403891,40346
17142,553565,47650
17143,14241537,124296
17144,4511654,132386
17145,6765855,98608
17146,4874519,95500
17147,13860941,53702
17148,4033071,81133
17149,394575,49521
17150,13673021,31156
17151,5042608,49583
17152,6451599,110592
17153,13280459,50250
17154,14093337,123250
17155,3965313,39271
17156,19082515,36759
17157,19088709,37500
17158,9343466,92174
17159,13363171,73802
17160,15521162,67167
17161,10236578,41635
17162,7984768,52479
17163,3386746,125714
17164,16843072,42025
17165,18616208,34107
17166,10655519,92168
17167,6289837,45852
17168,7457099,108571
17169,20670534,156071
17170,6290301,95921
17171,247667,37712
17172,15362029,82756
17173,6428942,21154
17174,6329973,46585
17175,15409749,81677
17176,10973780,87276
17177,13157813,57857
17178,11993862,70457
17179,1212897,110809
17180,11089117,47993
17181,15468790,96208
17182,17122439,67852
17183,12917869,71208
17184,8740923,92288
17185,15043283,105817
17186,15986090,37841
17187,16201952,47378
17188,5979675,37583
17189,17428928,34929
17190,1077105,58403
17191,15985737,45306
17192,4355934,52554
17193,14504457,98646
17194,8521458,35246
17195,8221677,76522
17196,13467340,44074
17197,16619910,60625
17198,16439084,154005
17199,13396805,15272
17200,19927574,142417
17201,367810,66217
17202,20255529,142500
17203,15957168,45096
17204,7453659,82756
17205,15045090,53600
17206,16475153,42837
17207,4371199,92500
17208,13873028,92132
17209,12472839,58750
17210,6504159,52594
17211,7150095,108304
17212,10043153,46585
17213,3249884,95441
17214,15435397,102152
17215,3157463,30528
17216,5690312,119464
17217,5328444,53442
17218,15550715,165875
17219,11101754,74077
17220,11676566,45469
17221,10517656,52216
17222,6585028,-666666666
17223,18025501,124740
17224,9809709,75012
17225,257097,62583
17226,927327,80958
17227,13927971,33217
17228,3933311,50236
17229,13085059,51518
17230,14200669,80357
17231,2980301,92802
17232,8597990,29101
17233,15598282,107143
17234,17921546,123388
17235,669633,85828
17236,11276421,85788
17237,15817291,60257
17238,5233385,33073
17239,1561968,55370
17240,2823227,38176
17241,18007183,85147
17242,15398002,114340
17243,18666352,50370
17244,17363144,56298
17245,3082103,95441
17246,3074927,108306
17247,206071,116105
17248,11279590,53750
17249,12151445,33953
17250,9775266,65870
17251,3476263,71250
17252,3826620,47993
17253,11627400,60450
17254,16031845,60665
17255,5217507,72601
17256,2515853,76541
17257,2503513,84375
17258,13377638,75703
17259,19328837,87276
17260,13373898,76003
17261,6644449,26822
17262,13478957,102152
17263,11638838,51740
17264,3760824,86900
17265,7801169,86953
17266,10509841,31493
17267,20047896,29101
17268,6461609,42018
17269,267646,41726
17270,2106706,31490
17271,19122257,100357
17272,1555678,79219
17273,8520295,75764
17274,9393610,88222
17275,17044839,42361
17276,6939638,145387
17277,12365159,87276
17278,16393500,54900
17279,15940237,56420
17280,5395031,73417
17281,6289760,123438
17282,254953,108750
17283,15664513,73868
17284,3767098,60227
17285,1652185,66531
17286,8580704,31875
17287,4270149,91827
17288,5846300,89340
17289,13080375,45228
17290,12345354,45469
17291,8716577,59118
17292,15222876,80462
17293,11802754,37134
17294,3643392,46038
17295,7975020,90440
17296,4250343,108184
17297,18163576,44393
17298,18605336,53442
17299,591710,68125
17300,7554458,106389
17301,19788993,64977
17302,18526933,196786
17303,20167771,37168
17304,3344509,70948
17305,10729123,120000
17306,16164856,92143
17307,13998138,52295
17308,7650787,100442
17309,8326500,149886
17310,11207036,115100
17311,7728785,61250
17312,9043726,101554
17313,609213,27705
17314,13045435,77808
17315,9905129,36056
17316,13094250,113819
17317,5627628,79750
17318,5470104,67717
17319,17285455,68940
17320,8917142,79833
17321,449764,58958
17322,16405268,48750
17323,19622803,90440
17324,9334365,92132
17325,3518904,27185
17326,7450047,118889
17327,8191897,69363
17328,9407921,80958
17329,3840324,135651
17330,12139417,72367
17331,19050002,35951
17332,20935141,81464
17333,18549136,120291
17334,13607904,108184
17335,18686361,62981
17336,7749233,62981
17337,13138261,111500
17338,13820571,108750
17339,554720,120933
17340,20426173,42356
17341,1342296,31270
17342,13175122,16406
17343,14969264,94875
17344,5228009,72601
17345,4483196,58772
17346,16810212,18641
17347,10046083,42200
17348,10527486,76667
17349,14059206,108184
17350,12210323,47610
17351,12155274,61532
17352,5917876,53595
17353,20996632,28973
17354,4190907,23485
17355,4855612,66979
17356,3157541,34663
17357,9197311,134306
17358,14421304,71591
17359,18393654,129279
17360,9753165,60781
17361,19358353,76541
17362,12682935,28892
17363,2350883,79833
17364,15394983,45893
17365,4499097,111250
17366,14050156,102045
17367,15421276,118152
17368,16980144,62344
17369,16570848,62632
17370,5604005,72344
17371,4376861,59118
17372,2925138,60450
17373,4698079,207460
17374,3711039,111616
17375,14181023,62190
17376,13494088,80826
17377,16738250,103333
17378,14774206,27185
17379,14853432,80403
17380,16652163,45394
17381,8327297,76522
17382,7958349,96429
17383,9452993,56023
17384,18852200,82969
17385,16660847,90440
17386,3499251,19925
17387,17303910,100139
17388,17576584,64728
17389,4824052,51031
17390,21160858,106872
17391,11946732,42734
17392,8885835,33083
17393,14275105,66698
17394,15857916,84557
17395,3946518,50577
17396,931105,44848
17397,3121122,49521
17398,10862977,80417
17399,13113748,41420
17400,10527642,58438
17401,15804493,40000
17402,1304808,79764
17403,14022980,51652
17404,12875860,74500
17405,9737975,86307
17406,1148279,110536
17407,568743,34464
17408,12232615,135011
17409,2441167,127065
17410,16468001,35440
17411,11528631,60227
17412,7289693,79097
17413,14502227,81464
17414,6079197,47703
17415,11640293,86900
17416,16271818,40343
17417,13141933,66698
17418,7517147,84615
17419,6324363,31926
17420,16771414,74077
17421,15572739,63869
17422,14038503,71208
17423,12310916,102000
17424,1868513,184000
17425,13316433,38115
17426,3403034,65833
17427,27006,47337
17428,8592757,53523
17429,9078918,95454
17430,9468121,75764
17431,13437888,136168
17432,3325741,67852
17433,18471507,47703
17434,11853509,55313
17435,3591359,90625
17436,9860571,27018
17437,5241207,50994
17438,16427610,97375
17439,5299461,67852
17440,14157002,37583
17441,17942101,44620
17442,13982422,101250
17443,4873585,87583
17444,11398113,58369
17445,15549827,44464
17446,13153289,80833
17447,707396,166010
17448,15114512,45591
17449,8411164,76522
17450,780002,58864
17451,13466713,31270
17452,12324428,136700
17453,15955888,156984
17454,774999,40078
17455,17814361,118590
17456,13981865,138798
17457,15124883,153021
17458,2227179,52566
17459,13750877,235083
17460,14731296,22334
17461,11536459,66310
17462,16676818,80826
17463,13533366,31926
17464,15955577,100000
17465,15290994,42886
17466,3323268,42054
17467,16643518,53173
17468,8702851,160412
17469,7418754,41477
17470,20074442,62625
17471,9771001,62240
17472,8696758,25896
17473,5056421,30893
17474,13450628,120291
17475,14607875,136700
17476,12593225,106056
17477,15337504,80161
17478,17016258,80682
17479,3985673,66902
17480,1363336,84442
17481,3688175,123542
17482,12256387,87750
17483,12199977,93188
17484,10729692,79183
17485,20070429,27294
17486,19531390,72361
17487,8186181,43068
17488,8079564,90682
17489,19265835,100179
17490,9458150,98608
17491,3563297,64303
17492,20307535,38968
17493,14860317,50250
17494,16299640,86900
17495,12035085,77254
17496,8734246,88222
17497,8071589,18641
17498,562254,31493
17499,9341085,102152
17500,16351081,56065
17501,9838523,41875
17502,21064430,23485
17503,6870290,52554
17504,6820048,80750
17505,15423779,104330
17506,18427968,41310
17507,16335101,52295
17508,16945495,47868
17509,14178657,111500
17510,16353473,158421
17511,3102027,120933
17512,13473267,132587
17513,6416068,32270
17514,16437305,112733
17515,12447032,91327
17516,16634965,87292
17517,14468845,65264
17518,13992742,60450
17519,19946213,81452
17520,19102362,22133
17521,17364871,22306
17522,14537213,93073
17523,16693523,32690
17524,11044660,118198
17525,8410745,21937
17526,11699684,72344
17527,1140691,34517
17528,13333087,68725
17529,19093566,50994
17530,6761717,67167
17531,15298236,33889
17532,14870364,23177
17533,7817843,72763
17534,16471707,60721
17535,16404866,75127
17536,4126565,87276
17537,13642901,24323
17538,19097358,106987
17539,18465009,61770
17540,19474100,68725
17541,10876630,181406
17542,17419473,105000
17543,13977669,112488
17544,19749799,53702
17545,1398609,42949
17546,6704875,104545
17547,7929422,120917
17548,8324985,104097
17549,6133914,106872
17550,8335547,119167
17551,12649361,43981
17552,814911,67289
17553,1284734,76832
17554,14768793,129479
17555,9628797,30893
17556,19766387,104183
17557,17890075,21585
17558,15950481,120291
17559,5911444,44930
17560,17827123,67852
17561,15866130,54780
17562,1807493,68725
17563,15843543,59583
17564,15898619,87135
17565,4012589,170865
17566,3835052,145387
17567,484312,60750
17568,9906353,114722
17569,4059549,126036
17570,8646618,80156
17571,19118803,87750
17572,6144351,28403
17573,12986728,100357
17574,15234208,122008
17575,20354019,34583
17576,10805884,50994
17577,15037285,87135
17578,7367484,59704
17579,13853404,39773
17580,10053505,86411
17581,15909282,51938
17582,2355060,111651
17583,9574282,47650
17584,15567081,77344
17585,17588460,25326
17586,13825159,109243
17587,12230289,129279
17588,18961528,47559
17589,11067551,67782
17590,10000470,80833
17591,4093677,80958
17592,17989108,121553
17593,35802,85904
17594,13974696,100357
17595,2051149,82898
17596,16427431,115509
17597,17626340,102218
17598,2399406,33926
17599,16134449,68482
17600,15974046,158646
17601,3931550,43538
17602,15421045,82026
17603,16852061,96641
17604,18598767,144886
17605,478949,69363
17606,13940169,87596
17607,14473053,132205
17608,14871225,87135
17609,231145,166010
17610,14264192,105938
17611,4650725,113750
17612,18393283,61983
17613,9565873,143065
17614,6140911,61750
17615,5749343,66835
17616,3449204,98608
17617,566968,79750
17618,10152758,63603
17619,16579687,127184
17620,501057,37632
17621,19751715,75682
